run,cell,model_tag,family,size_label,quantization,temperature,seed,recognizer,item_id,category,safety_critical_item,filename,ori_text,stt_text,llm_text,reference_answer,answer_unsupported,constraint_item_pass_strict,constraint_item_pass_loose,constraint_check_rate_strict,constraint_check_rate_loose,constraint_failures_strict,constraint_failures_loose,word_count,sentence_count,char_count,mean_words_per_sentence,opening_words,estimated_tokens,estimated_spoken_seconds,flesch_reading_ease,flesch_kincaid_grade,stt_wer,stt_cer,stt_ref_words,stt_word_errors,stt_substitutions,stt_deletions,stt_insertions,stt_exact_match,stt_content_recall,stt_stratum,request_coverage,echo_ratio,intent_coverage,coverage_intent_gap,reference_token_f1,answer_presence,reference_exact_match,reference_answer_words,reference_rouge_1,reference_rouge_l,audit_atoms,quality_composite,safety_minimum,accepted,acceptance_reasons,input_duration_ms,lat_e2e_response_ready,lat_llm_eval,lat_llm_first_chunk_fill,lat_llm_prompt_eval,lat_llm_ttfc,lat_llm_ttft,lat_stt,lat_stt_endpoint_delay,lat_ttfa,lat_tts_first_chunk,lat_tts_total,llm_chunk_count,llm_eval_tokens,llm_prompt_tokens,llm_tokens_per_sec,stt_rtf,trailing_silence_ms,tts_audio_ms
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00422,unspecified,False,00422.wav,The idea of what quality was a social indicator that provided a new source of legitimacy for the dominant class?,the idea of what quality it was a social indicator that provided a new source of legitimacy for the dominant class,It suggests the concept of how societal indicators helped legitimize the ruling class.,taste (le goût),False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,13,1,86,13.0,13,17,5.2,37.46,11.26,0.05,0.027,20.0,1.0,0.0,0.0,1.0,False,1.0,mild,0.2011,0.25,0.2011,0.0,0.0,0.0,0.0,3.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,10579.0,10678.0,180.0,174.0,31.0,965.0,791.0,10627.0,997.0,2176.0,210.0,210.0,1.0,16.0,336.0,88.5,1.0,2259.0,4829.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00425,unspecified,False,00425.wav,How long did it take for these capabilities to be restored?,how long did it take for these capabilities to be restored,It took several weeks to restore those capabilities.,months,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,8,1,52,8.0,8,11,3.2,40.09,9.66,0.0,0.0,11.0,0.0,0.0,0.0,0.0,True,1.0,clean,0.2579,0.2,0.2579,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,7397.0,7546.0,133.0,112.0,26.0,851.0,739.0,7498.0,882.0,1877.0,140.0,140.0,1.0,10.0,326.0,74.7,1.0,2757.0,3018.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00432,unspecified,False,00432.wav,"Who was executed by firing squad on January 17, 1977?",who is executed by firing squad on january seventeenth nineteen seventy seven,"Nelson Mandela was executed by firing squad on January 30, 1964.",Gary Gilmore,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,11,1,64,11.0,11,15,4.4,64.92,6.94,0.1667,0.6863,12.0,2.0,2.0,0.0,0.0,False,0.6667,mild,0.4733,0.5,0.6415,0.1682,0.0,0.0,0.0,2.0,0.0,0.0,"{'years': ['1964'], 'quantities': ['30'], 'name_spans': ['Nelson Mandela'], 'atom_count': 3}",,,False,constraint violation: opener_at_most_five_words,8489.0,8737.0,223.0,232.0,27.0,964.0,732.0,8554.0,985.0,2249.0,295.0,295.0,1.0,21.0,329.0,93.9,1.0,2057.0,5584.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00433,unspecified,False,00433.wav,TAFE Tasmania started a three-year restructuring in what year?,what is a term for an indian private school,"A term for an Indian private school is ""Hindi medium"".",2009,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,10,1,54,10.0,10,13,4.0,78.25,4.83,0.9,0.7705,10.0,9.0,8.0,1.0,0.0,False,0.0,severe,1.0,0.6667,0.0,-1.0,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,5888.0,5982.0,159.0,152.0,26.0,910.0,758.0,5958.0,945.0,2011.0,152.0,152.0,1.0,14.0,324.0,87.5,1.0,2016.0,2763.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00441,unspecified,False,00441.wav,The largest populations of the county ,the largest populations at the county,The largest population counties are typically found in densely populated urban areas.,"in terms of population are Bath, Weston-super-Mare, Taunton, Yeovil and Bridgwater",False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,12,1,85,12.0,12,16,4.8,11.36,14.66,0.1667,0.0541,6.0,1.0,1.0,0.0,0.0,False,1.0,mild,0.6847,0.2222,0.6847,0.0,0.25,0.0,0.0,13.0,0.2308,0.1642,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,5238.0,5560.0,176.0,167.0,25.0,964.0,797.0,5313.0,1118.0,2315.0,228.0,228.0,1.0,14.0,321.0,79.3,1.0,2038.0,4736.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00443,unspecified,False,00443.wav,What idea did Noah Porter strike down?,what idea didn't know a porter straight down,Porters were known to carry heavy loads directly.,new research university,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,8,1,49,8.0,8,11,3.2,61.24,6.71,0.5714,0.2703,7.0,4.0,3.0,0.0,1.0,False,0.6,severe,0.1988,0.1667,0.1939,-0.0049,0.0,0.0,0.0,3.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,6470.0,6590.0,160.0,144.0,26.0,898.0,754.0,6543.0,-2822.0,-1760.0,159.0,159.0,1.0,11.0,324.0,68.6,1.0,-1370.0,2681.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00444,unspecified,False,00444.wav,What do many towns encourage ,what do many towns encourage,Many towns encourage community involvement and local traditions.,"Many towns have encouraged small-scale light industries, such as Crewkerne's Ariel Motor Company, one of the UK's smallest car manufacturers",False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,8,1,64,8.0,8,11,3.2,-12.78,17.03,0.0,0.0,5.0,0.0,0.0,0.0,0.0,True,1.0,clean,1.0,0.3333,1.0,0.0,0.1429,0.0,0.0,20.0,0.1,0.1326,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,5041.0,5159.0,140.0,120.0,27.0,895.0,775.0,5115.0,-1515.0,-424.0,191.0,191.0,1.0,10.0,320.0,71.4,1.0,-495.0,3645.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00452,unspecified,False,00452.wav,Which two perspectives did Rose Rosengard Subotnik use to compare Mozart's Die Cauberflote?,which two perspectives did rogers and night shabbat neck used to compare mozart's gear covered latte,"Rogers and Night compared Mozart's ""Le Nozze di Figaro"" using two perspectives: opera criticism and music theory.",Enlightenment and Romantic,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,17,1,113,17.0,17,23,6.8,35.31,12.56,0.6923,0.3483,13.0,9.0,6.0,0.0,3.0,False,0.4,severe,0.3944,0.3333,0.262,-0.1324,0.1,0.0,0.0,3.0,0.3333,0.1144,"{'years': [], 'quantities': [], 'name_spans': ['Le Nozze'], 'atom_count': 1}",,,False,constraint violation: opener_at_most_five_words,10695.0,10847.0,285.0,207.0,35.0,968.0,761.0,10811.0,984.0,2161.0,205.0,285.0,2.0,28.0,337.0,98.2,1.0,2343.0,7116.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00455,unspecified,False,00455.wav,What act was passed in the 18th century?,why to architects and the u s slash canada earned nearly,because they both earn salaries in US dollars,the Constitution Act,True,False,False,0.7,0.7,opener_at_most_five_words;opener_ends_with_full_stop;response_is_complete,opener_at_most_five_words;opener_ends_with_full_stop;response_is_complete,8,1,45,8.0,8,11,3.2,71.82,5.23,1.2222,0.95,9.0,11.0,9.0,0.0,2.0,False,0.0,severe,0.1938,0.1667,0.0,-0.1938,0.0,0.0,0.0,2.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,"constraint violation: opener_at_most_five_words, opener_ends_with_full_stop, response_is_complete",8442.0,8554.0,112.0,123.0,26.0,886.0,763.0,8505.0,963.0,1996.0,143.0,143.0,1.0,9.0,326.0,80.2,1.0,2170.0,2728.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00457,unspecified,False,00457.wav,What is the kitab al-Shifa?,what has become hob our schieffer,Hobbs is a surname.,Book of the Remedy,False,True,True,1.0,1.0,,,4,1,19,4.0,4,5,1.6,97.03,0.72,0.8333,0.7308,6.0,5.0,5.0,0.0,0.0,False,0.0,severe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,True,,6257.0,6468.0,104.0,94.0,25.0,914.0,820.0,6335.0,-919.0,98.0,98.0,98.0,1.0,8.0,323.0,76.5,1.0,-79.0,1102.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00460,unspecified,False,00460.wav,What can be explored in 9-12 ft of water?,what can be explored and nine to twelve feet of water,Exploring areas up to 9-12 feet of water.,numerous wrecks and coral reefs,True,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,9,1,41,9.0,9,12,3.6,94.3,2.34,0.3,0.4,10.0,3.0,2.0,0.0,1.0,False,0.5,mild,0.5909,0.5,0.7279,0.137,0.0,0.0,0.0,5.0,0.0,0.0,"{'years': [], 'quantities': ['12', '9'], 'name_spans': [], 'atom_count': 2}",,,False,constraint violation: opener_at_most_five_words,5404.0,5625.0,154.0,142.0,20.0,896.0,754.0,5476.0,-1944.0,-865.0,178.0,178.0,1.0,15.0,326.0,97.2,1.0,-1060.0,3076.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00474,unspecified,False,00474.wav,What are Beyoncé's backup singers called?,what are beyond says backup singers cold,backup singers are typically beyond what is heard on the radio,The Mamas,False,False,False,0.7,0.7,opener_at_most_five_words;opener_ends_with_full_stop;response_is_complete,opener_at_most_five_words;opener_ends_with_full_stop;response_is_complete,11,1,62,11.0,11,15,4.4,57.23,8.01,0.5,0.2051,6.0,3.0,2.0,0.0,1.0,False,0.5,severe,0.5572,0.5,0.5191,-0.0381,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,"constraint violation: opener_at_most_five_words, opener_ends_with_full_stop, response_is_complete",7165.0,7273.0,145.0,152.0,25.0,938.0,786.0,7227.0,859.0,2008.0,207.0,207.0,1.0,12.0,322.0,82.6,1.0,3005.0,3378.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00475,unspecified,False,00475.wav,What type of treatments does the Menninger Clinic offer?,what type treatments does or menninger clinic off her,Menninger Clinic offers various types of treatment programs.,psychiatric,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,8,1,60,8.0,8,11,3.2,29.52,11.13,0.4444,0.1455,9.0,4.0,2.0,1.0,1.0,False,0.8,severe,0.6681,0.5714,1.0,0.3319,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': ['Menninger Clinic'], 'atom_count': 1}",,,False,constraint violation: opener_at_most_five_words,7026.0,7384.0,139.0,131.0,26.0,925.0,794.0,7122.0,938.0,2053.0,186.0,186.0,1.0,11.0,325.0,79.1,1.0,1746.0,3448.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00476,unspecified,False,00476.wav,What dinosaur spread to every continent?,what dinosaur spread to every continent,"Dinosaurs like dinosaursaurus once roamed the Earth, but they didn't actually spread across continents; that's a myth. The closest living relatives of dinosaurs are birds.",Iguanodon,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,25,2,171,12.5,17,33,10.0,52.02,9.11,0.0,0.0,6.0,0.0,0.0,0.0,0.0,True,1.0,clean,0.7377,0.25,0.7377,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,5679.0,6048.0,425.0,224.0,29.0,1024.0,800.0,5778.0,1062.0,2364.0,274.0,456.0,3.0,36.0,321.0,84.6,1.0,2223.0,9810.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00481,unspecified,False,00481.wav,How many board members doesn't Dell have?,how many board members doesn't del have,Del has 5 board members.,nine,True,True,True,1.0,1.0,,,5,1,24,5.0,5,7,2.0,117.16,-1.84,0.1429,0.0256,7.0,1.0,1.0,0.0,0.0,False,0.75,mild,0.7362,1.0,0.5044,-0.2318,0.0,0.0,0.0,1.0,0.0,0.0,"{'years': [], 'quantities': ['5'], 'name_spans': [], 'atom_count': 1}",,,True,,6631.0,6779.0,112.0,103.0,25.0,845.0,742.0,6725.0,880.0,1842.0,113.0,113.0,1.0,8.0,323.0,71.2,1.0,1991.0,1776.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00484,unspecified,False,00484.wav,What degree was Edmund Fanning stripped of for his services?,what degree was adamant sanding stripped out for his services,It seems there might be a typo; could you please clarify what you meant?,an honorary degree LL.D.,True,False,False,0.8,0.8,opener_at_most_five_words;opener_ends_with_full_stop,opener_at_most_five_words;opener_ends_with_full_stop,14,1,72,14.0,14,19,5.6,89.9,4.2,0.3,0.1356,10.0,3.0,3.0,0.0,0.0,False,0.6667,mild,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,"constraint violation: opener_at_most_five_words, opener_ends_with_full_stop",7708.0,7828.0,188.0,102.0,28.0,859.0,757.0,7775.0,-2994.0,-2001.0,130.0,241.0,2.0,17.0,326.0,90.1,1.0,-1508.0,4075.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00496,unspecified,False,00496.wav,What party does not back Sassou?,what party does not back at sasso,"It's likely asking about the political party that doesn't support Sasso, but without more context, I can't be certain.",Congolese Labour Party,True,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,19,1,118,19.0,19,25,7.6,45.07,11.69,0.3333,0.129,6.0,2.0,1.0,0.0,1.0,False,0.6667,mild,0.6566,0.1818,0.3058,-0.3508,0.0952,0.0,0.0,3.0,0.3333,0.1093,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,6910.0,7027.0,267.0,259.0,25.0,996.0,737.0,6971.0,902.0,2217.0,314.0,314.0,1.0,27.0,323.0,101.1,1.0,3294.0,6536.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00497,unspecified,False,00497.wav,What does Houston's mayor also serve as?,why does houston's mayor also serve as,the city council president?,"the city's chief administrator, executive officer, and official representative",False,False,False,0.8889,0.8889,opener_ends_with_full_stop,opener_ends_with_full_stop,4,1,27,4.0,4,5,1.6,33.58,9.57,0.1429,0.0526,7.0,1.0,1.0,0.0,0.0,False,1.0,mild,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_ends_with_full_stop,5911.0,6081.0,87.0,76.0,30.0,859.0,783.0,6001.0,953.0,1963.0,146.0,146.0,1.0,6.0,324.0,68.7,1.0,1847.0,1567.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00498,unspecified,False,00498.wav,What era was Chopin active during?,what air where chopin active during,"Chopin was active primarily during the Romantic period, which spanned from about 1800 to 1900.",Romantic era,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,15,1,94,15.0,15,20,6.0,61.89,8.35,0.3333,0.2121,6.0,2.0,2.0,0.0,0.0,False,0.75,mild,0.7095,0.3333,0.6954,-0.0141,0.125,0.0,0.0,2.0,0.5,0.1445,"{'years': ['1800', '1900'], 'quantities': [], 'name_spans': [], 'atom_count': 2}",,,False,constraint violation: opener_at_most_five_words,7490.0,7633.0,312.0,321.0,28.0,1056.0,735.0,7518.0,971.0,2332.0,301.0,301.0,1.0,29.0,322.0,92.9,1.0,2242.0,6664.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00500,unspecified,False,00500.wav,What did Madonna give to Letterman to smell in his late night show that created an uproar?,what did madonna give to letterman to smell in his late night show that created an uproar,"Madonna gave Michael Jackson's hairbrush to Johnny Carson on his late-night show, which caused controversy.",a pair of her panties,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,16,1,107,16.0,16,21,6.4,53.12,9.82,0.0,0.0,17.0,0.0,0.0,0.0,0.0,True,1.0,clean,0.5174,0.3846,0.5174,0.0,0.0,0.0,0.0,4.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': ['Johnny Carson', 'Michael Jackson'], 'atom_count': 2}",,,False,constraint violation: opener_at_most_five_words,9606.0,9744.0,246.0,239.0,29.0,1014.0,775.0,9689.0,-593.0,674.0,251.0,251.0,1.0,22.0,335.0,89.1,1.0,1094.0,5398.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00501,unspecified,False,00501.wav,To whom did Frédéric write letters to during his stay in Szafarnia?,to whom did frederic chopin write letters to during his stay and zafaraniya,"Frederic Chopin wrote letters to Zsuzsa Ferenczy, also known as Zsuzsi Zámboni.",his family,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,12,1,79,12.0,12,16,4.8,39.56,10.72,0.3333,0.2121,12.0,4.0,3.0,0.0,1.0,False,0.7143,mild,0.3679,0.3333,0.1494,-0.2185,0.0,0.0,0.0,2.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': ['Frederic Chopin', 'Zsuzsa Ferenczy'], 'atom_count': 2}",,,False,constraint violation: opener_at_most_five_words,10439.0,10596.0,319.0,311.0,29.0,1109.0,798.0,10522.0,1093.0,2474.0,268.0,268.0,1.0,29.0,334.0,90.7,1.0,3911.0,4783.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00503,unspecified,False,00503.wav,When ingested in small amounts what does copper salts produce in humans?,when adjusted and small that's what does copper sauce produced in humans,"Copper sauce is produced by cooking tomatoes with onions, garlic, and sometimes other ingredients like peppers.",copper toxicity,True,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,16,1,111,16.0,16,21,6.4,37.26,12.04,0.4167,0.2113,12.0,5.0,5.0,0.0,0.0,False,0.4286,severe,0.4919,0.2727,0.1135,-0.3785,0.1111,0.0,0.0,2.0,0.5,0.1292,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,7351.0,7492.0,229.0,222.0,28.0,1033.0,811.0,7422.0,986.0,2349.0,326.0,326.0,1.0,21.0,328.0,91.5,1.0,2263.0,6397.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00507,unspecified,False,00507.wav, Who was the first person hanged in chains in the Untied States?,who was a first person hanged in chains in the united states,John Peter Zenger,John Marshall,True,False,False,0.7778,0.7778,opener_ends_with_full_stop;response_is_complete,opener_ends_with_full_stop;response_is_complete,3,1,17,3.0,3,4,1.2,62.79,5.25,0.1667,0.0806,12.0,2.0,2.0,0.0,0.0,False,0.8333,mild,0.0,0.0,0.0,0.0,0.4,0.0,0.0,2.0,0.5,0.415,"{'years': [], 'quantities': [], 'name_spans': ['John Peter Zenger'], 'atom_count': 1}",,,False,"constraint violation: opener_ends_with_full_stop, response_is_complete",6933.0,7091.0,69.0,79.0,27.0,905.0,826.0,7028.0,838.0,1845.0,98.0,98.0,1.0,5.0,328.0,71.7,1.0,2549.0,1253.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00521,unspecified,False,00521.wav,How much more that the buget did the film gross?,how much more that the budget that the film grows,It's difficult to determine exactly how much more the budget grew without specific information about the original and current budgets. Could you provide more details?,60 million,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,25,2,166,12.5,20,33,10.0,38.48,11.0,0.3,0.1277,10.0,3.0,3.0,0.0,0.0,False,0.3333,mild,0.3389,0.1538,0.0,-0.3389,0.0,0.0,0.0,2.0,0.0,0.0,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,6631.0,6741.0,306.0,243.0,31.0,1020.0,777.0,6706.0,869.0,2235.0,341.0,413.0,2.0,29.0,325.0,94.5,1.0,2279.0,9102.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00524,unspecified,False,00524.wav,"After securing the role of Evita, what kind of training did Madonna have?",after securing the role of the theater what kind of training did madonna have,Madonna underwent extensive vocal and dance training to prepare for her roles as an actress.,vocal training,False,False,False,0.9,0.9,opener_at_most_five_words,opener_at_most_five_words,15,1,92,15.0,15,20,6.0,44.97,10.71,0.1538,0.1268,13.0,2.0,1.0,0.0,1.0,False,0.8571,mild,0.4113,0.3,0.4113,0.0,0.25,0.0,0.0,2.0,1.0,0.2891,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,False,constraint violation: opener_at_most_five_words,7857.0,8221.0,192.0,184.0,24.0,947.0,763.0,7981.0,-4564.0,-3333.0,280.0,280.0,1.0,18.0,330.0,93.4,1.0,-3631.0,5456.0
11 qwen2.5:1.5b-q4_K_M t0,11-qwen2_5_1_5b_instruct_q4_K_M-t0_0-vosk_cpu,qwen2.5:1.5b-instruct-q4_K_M,qwen2.5,1.5b,q4_K_M,0.0,,vosk-small-en-us-0.15-cpu,00531,unspecified,False,00531.wav,"What governs things such as military, money, foreign relations, etc.?",what governs things such as military money foreign relations et cetera,It's governed by international law.,federal law,False,True,True,1.0,1.0,,,5,1,35,5.0,5,7,2.0,32.56,9.96,0.2,0.0938,10.0,2.0,1.0,0.0,1.0,False,0.875,mild,0.1057,0.3333,0.12,0.0143,0.2857,0.0,0.0,2.0,0.5,0.3096,"{'years': [], 'quantities': [], 'name_spans': [], 'atom_count': 0}",,,True,,7302.0,7453.0,104.0,91.0,26.0,854.0,763.0,7406.0,-3955.0,-2955.0,141.0,141.0,1.0,8.0,329.0,76.5,1.0,-2874.0,2171.0
